id,province,newspaper,newspaper_url
479,TRABZON,Karadeniz'de Son Nokta,https://www.bik.gov.tr/yerel-gazeteler/trabzon/tumu/karadeniz-de-son-nokta/
480,TRABZON,Karadeniz'den Günebakış,https://www.bik.gov.tr/yerel-gazeteler/trabzon/tumu/karadeniz-den-gunebakis/
481,TRABZON,Kuzey Anadolu,https://www.bik.gov.tr/yerel-gazeteler/trabzon/tumu/kuzey-anadolu/
482,TRABZON,Kuzey Ekspres,https://www.bik.gov.tr/yerel-gazeteler/trabzon/tumu/kuzey-ekspres/
483,TRABZON,Taka,https://www.bik.gov.tr/yerel-gazeteler/trabzon/tumu/taka/
484,TUNCELİ,Dersim Haber,https://www.bik.gov.tr/yerel-gazeteler/tunceli/tumu/dersim-haber/
485,TUNCELİ,Özgür Dersim,https://www.bik.gov.tr/yerel-gazeteler/tunceli/tumu/ozgur-dersim/
486,TUNCELİ,Tunceli Emek,https://www.bik.gov.tr/yerel-gazeteler/tunceli/tumu/tunceli-emek/
487,UŞAK,Eşme’nin Sesi,https://www.bik.gov.tr/yerel-gazeteler/usak/tumu/esme-nin-sesi/
488,UŞAK,Uşak Haber,https://www.bik.gov.tr/yerel-gazeteler/usak/tumu/usak-haber/
489,UŞAK,Uşak İlk Haber,https://www.bik.gov.tr/yerel-gazeteler/usak/tumu/usak-ilk-haber/
490,VAN,Bölge,https://www.bik.gov.tr/yerel-gazeteler/van/tumu/bolge/
491,VAN,Erciş,https://www.bik.gov.tr/yerel-gazeteler/van/tumu/ercis/
492,VAN,Muradiye,https://www.bik.gov.tr/yerel-gazeteler/van/tumu/muradiye/
493,VAN,Şehrivan,https://www.bik.gov.tr/yerel-gazeteler/van/tumu/sehrivan/
494,YALOVA,Haberci,https://www.bik.gov.tr/yerel-gazeteler/yalova/tumu/haberci/
495,YALOVA,Yalova Hayat,https://www.bik.gov.tr/yerel-gazeteler/yalova/tumu/yalova-hayat/
496,YOZGAT,Boğazlıyan Haber,https://www.bik.gov.tr/yerel-gazeteler/yozgat/tumu/bogazliyan-haber/
497,YOZGAT,Doğan Güneş,https://www.bik.gov.tr/yerel-gazeteler/yozgat/tumu/dogan-gunes/
498,YOZGAT,Merhaba Yozgat,https://www.bik.gov.tr/yerel-gazeteler/yozgat/tumu/merhaba-yozgat/
499,YOZGAT,Selam,https://www.bik.gov.tr/yerel-gazeteler/yozgat/tumu/selam/
500,YOZGAT,Yerköy,https://www.bik.gov.tr/yerel-gazeteler/yozgat/tumu/yerkoy/
501,YOZGAT,Yozgat Çamlık,https://www.bik.gov.tr/yerel-gazeteler/yozgat/tumu/yozgat-camlik/
502,ZONGULDAK,Halkın Sesi,https://www.bik.gov.tr/yerel-gazeteler/zonguldak/tumu/halkin-sesi/
503,ZONGULDAK,İnanış,https://www.bik.gov.tr/yerel-gazeteler/zonguldak/tumu/inanis/
504,ZONGULDAK,Pusula,https://www.bik.gov.tr/yerel-gazeteler/zonguldak/tumu/pusula/
505,ZONGULDAK,Şafak,https://www.bik.gov.tr/yerel-gazeteler/zonguldak/tumu/safak/
506,ZONGULDAK,Yeni Adım,https://www.bik.gov.tr/yerel-gazeteler/zonguldak/tumu/yeni-adim/
